date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-02-14,CHFL,moderna,NA,vaccine_type,8644780,4750,NA,NA,0.05,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-15,CHFL,moderna,NA,vaccine_type,8644780,6020,NA,NA,0.07,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-16,CHFL,moderna,NA,vaccine_type,8644780,9650,NA,NA,0.11,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-17,CHFL,moderna,NA,vaccine_type,8644780,17993,NA,NA,0.21,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-18,CHFL,moderna,NA,vaccine_type,8644780,24354,NA,NA,0.28,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-19,CHFL,moderna,NA,vaccine_type,8644780,30514,NA,NA,0.35,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-20,CHFL,moderna,NA,vaccine_type,8644780,33802,NA,NA,0.39,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-21,CHFL,moderna,NA,vaccine_type,8644780,35384,NA,NA,0.41,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-22,CHFL,moderna,NA,vaccine_type,8644780,42589,NA,NA,0.49,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-23,CHFL,moderna,NA,vaccine_type,8644780,53333,NA,NA,0.62,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-24,CHFL,moderna,NA,vaccine_type,8644780,67606,NA,NA,0.78,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-25,CHFL,moderna,NA,vaccine_type,8644780,80733,NA,NA,0.93,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-26,CHFL,moderna,NA,vaccine_type,8644780,92973,NA,NA,1.08,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-27,CHFL,moderna,NA,vaccine_type,8644780,96514,NA,NA,1.12,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-28,CHFL,moderna,NA,vaccine_type,8644780,97854,NA,NA,1.13,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-01,CHFL,moderna,NA,vaccine_type,8644780,106662,NA,NA,1.23,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-02,CHFL,moderna,NA,vaccine_type,8644780,117238,NA,NA,1.36,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-03,CHFL,moderna,NA,vaccine_type,8644780,129368,NA,NA,1.5,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-04,CHFL,moderna,NA,vaccine_type,8644780,140010,NA,NA,1.62,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-05,CHFL,moderna,NA,vaccine_type,8644780,149432,NA,NA,1.73,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-06,CHFL,moderna,NA,vaccine_type,8644780,151242,NA,NA,1.75,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-07,CHFL,moderna,NA,vaccine_type,8644780,152250,NA,NA,1.76,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-08,CHFL,moderna,NA,vaccine_type,8644780,159790,NA,NA,1.85,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-09,CHFL,moderna,NA,vaccine_type,8644780,169715,NA,NA,1.96,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-10,CHFL,moderna,NA,vaccine_type,8644780,179591,NA,NA,2.08,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-11,CHFL,moderna,NA,vaccine_type,8644780,189537,NA,NA,2.19,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-12,CHFL,moderna,NA,vaccine_type,8644780,197926,NA,NA,2.29,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-13,CHFL,moderna,NA,vaccine_type,8644780,199721,NA,NA,2.31,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-14,CHFL,moderna,NA,vaccine_type,8644780,200256,NA,NA,2.32,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-15,CHFL,moderna,NA,vaccine_type,8644780,207502,NA,NA,2.4,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-16,CHFL,moderna,NA,vaccine_type,8644780,215850,NA,NA,2.5,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-17,CHFL,moderna,NA,vaccine_type,8644780,223915,NA,NA,2.59,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-18,CHFL,moderna,NA,vaccine_type,8644780,231687,NA,NA,2.68,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-19,CHFL,moderna,NA,vaccine_type,8644780,237615,NA,NA,2.75,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-20,CHFL,moderna,NA,vaccine_type,8644780,238357,NA,NA,2.76,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-21,CHFL,moderna,NA,vaccine_type,8644780,238569,NA,NA,2.76,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-22,CHFL,moderna,NA,vaccine_type,8644780,245061,NA,NA,2.83,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-23,CHFL,moderna,NA,vaccine_type,8644780,252069,NA,NA,2.92,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-24,CHFL,moderna,NA,vaccine_type,8644780,259752,NA,NA,3,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-25,CHFL,moderna,NA,vaccine_type,8644780,267246,NA,NA,3.09,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-26,CHFL,moderna,NA,vaccine_type,8644780,272853,NA,NA,3.16,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-27,CHFL,moderna,NA,vaccine_type,8644780,273864,NA,NA,3.17,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-28,CHFL,moderna,NA,vaccine_type,8644780,274678,NA,NA,3.18,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-29,CHFL,moderna,NA,vaccine_type,8644780,279692,NA,NA,3.24,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-30,CHFL,moderna,NA,vaccine_type,8644780,284255,NA,NA,3.29,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-03-31,CHFL,moderna,NA,vaccine_type,8644780,291176,NA,NA,3.37,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-01,CHFL,moderna,NA,vaccine_type,8644780,298411,NA,NA,3.45,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-02,CHFL,moderna,NA,vaccine_type,8644780,299792,NA,NA,3.47,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-03,CHFL,moderna,NA,vaccine_type,8644780,300798,NA,NA,3.48,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-04,CHFL,moderna,NA,vaccine_type,8644780,301750,NA,NA,3.49,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-05,CHFL,moderna,NA,vaccine_type,8644780,302047,NA,NA,3.49,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-06,CHFL,moderna,NA,vaccine_type,8644780,308235,NA,NA,3.57,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-07,CHFL,moderna,NA,vaccine_type,8644780,314996,NA,NA,3.64,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-08,CHFL,moderna,NA,vaccine_type,8644780,321557,NA,NA,3.72,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-09,CHFL,moderna,NA,vaccine_type,8644780,327510,NA,NA,3.79,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-10,CHFL,moderna,NA,vaccine_type,8644780,329687,NA,NA,3.81,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-11,CHFL,moderna,NA,vaccine_type,8644780,331239,NA,NA,3.83,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-12,CHFL,moderna,NA,vaccine_type,8644780,334592,NA,NA,3.87,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-13,CHFL,moderna,NA,vaccine_type,8644780,338975,NA,NA,3.92,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-14,CHFL,moderna,NA,vaccine_type,8644780,344490,NA,NA,3.98,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-15,CHFL,moderna,NA,vaccine_type,8644780,349240,NA,NA,4.04,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-16,CHFL,moderna,NA,vaccine_type,8644780,353882,NA,NA,4.09,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-17,CHFL,moderna,NA,vaccine_type,8644780,355657,NA,NA,4.11,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-18,CHFL,moderna,NA,vaccine_type,8644780,356125,NA,NA,4.12,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-19,CHFL,moderna,NA,vaccine_type,8644780,360451,NA,NA,4.17,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-20,CHFL,moderna,NA,vaccine_type,8644780,368410,NA,NA,4.26,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-21,CHFL,moderna,NA,vaccine_type,8644780,380579,NA,NA,4.4,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-22,CHFL,moderna,NA,vaccine_type,8644780,394379,NA,NA,4.56,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-23,CHFL,moderna,NA,vaccine_type,8644780,405345,NA,NA,4.69,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-24,CHFL,moderna,NA,vaccine_type,8644780,409335,NA,NA,4.74,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-25,CHFL,moderna,NA,vaccine_type,8644780,410619,NA,NA,4.75,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-26,CHFL,moderna,NA,vaccine_type,8644780,423278,NA,NA,4.9,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-27,CHFL,moderna,NA,vaccine_type,8644780,439012,NA,NA,5.08,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-28,CHFL,moderna,NA,vaccine_type,8644780,454975,NA,NA,5.26,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-29,CHFL,moderna,NA,vaccine_type,8644780,468102,NA,NA,5.41,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-04-30,CHFL,moderna,NA,vaccine_type,8644780,474720,NA,NA,5.49,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-01,CHFL,moderna,NA,vaccine_type,8644780,475553,NA,NA,5.5,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-02,CHFL,moderna,NA,vaccine_type,8644780,476290,NA,NA,5.51,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-03,CHFL,moderna,NA,vaccine_type,8644780,480142,NA,NA,5.55,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-04,CHFL,moderna,NA,vaccine_type,8644780,490272,NA,NA,5.67,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-05,CHFL,moderna,NA,vaccine_type,8644780,505932,NA,NA,5.85,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-06,CHFL,moderna,NA,vaccine_type,8644780,521997,NA,NA,6.04,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-07,CHFL,moderna,NA,vaccine_type,8644780,538046,NA,NA,6.22,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-08,CHFL,moderna,NA,vaccine_type,8644780,543720,NA,NA,6.29,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-09,CHFL,moderna,NA,vaccine_type,8644780,547819,NA,NA,6.34,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-10,CHFL,moderna,NA,vaccine_type,8644780,561040,NA,NA,6.49,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-11,CHFL,moderna,NA,vaccine_type,8644780,577965,NA,NA,6.69,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-12,CHFL,moderna,NA,vaccine_type,8644780,598621,NA,NA,6.92,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-13,CHFL,moderna,NA,vaccine_type,8644780,604714,NA,NA,7,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-14,CHFL,moderna,NA,vaccine_type,8644780,622514,NA,NA,7.2,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-15,CHFL,moderna,NA,vaccine_type,8644780,630917,NA,NA,7.3,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-16,CHFL,moderna,NA,vaccine_type,8644780,633462,NA,NA,7.33,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-17,CHFL,moderna,NA,vaccine_type,8644780,651087,NA,NA,7.53,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-18,CHFL,moderna,NA,vaccine_type,8644780,672293,NA,NA,7.78,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-19,CHFL,moderna,NA,vaccine_type,8644780,698546,NA,NA,8.08,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-20,CHFL,moderna,NA,vaccine_type,8644780,723241,NA,NA,8.37,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-21,CHFL,moderna,NA,vaccine_type,8644780,744336,NA,NA,8.61,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-22,CHFL,moderna,NA,vaccine_type,8644780,754860,NA,NA,8.73,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-23,CHFL,moderna,NA,vaccine_type,8644780,761376,NA,NA,8.81,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-24,CHFL,moderna,NA,vaccine_type,8644780,768331,NA,NA,8.89,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-25,CHFL,moderna,NA,vaccine_type,8644780,789622,NA,NA,9.13,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-26,CHFL,moderna,NA,vaccine_type,8644780,815944,NA,NA,9.44,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-27,CHFL,moderna,NA,vaccine_type,8644780,840114,NA,NA,9.72,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-28,CHFL,moderna,NA,vaccine_type,8644780,866590,NA,NA,10.02,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-29,CHFL,moderna,NA,vaccine_type,8644780,881314,NA,NA,10.19,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-30,CHFL,moderna,NA,vaccine_type,8644780,888993,NA,NA,10.28,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-05-31,CHFL,moderna,NA,vaccine_type,8644780,909249,NA,NA,10.52,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-01,CHFL,moderna,NA,vaccine_type,8644780,933775,NA,NA,10.8,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-02,CHFL,moderna,NA,vaccine_type,8644780,966640,NA,NA,11.18,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-03,CHFL,moderna,NA,vaccine_type,8644780,995672,NA,NA,11.52,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-04,CHFL,moderna,NA,vaccine_type,8644780,1029048,NA,NA,11.9,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-05,CHFL,moderna,NA,vaccine_type,8644780,1045365,NA,NA,12.09,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-06,CHFL,moderna,NA,vaccine_type,8644780,1053956,NA,NA,12.19,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-07,CHFL,moderna,NA,vaccine_type,8644780,1084596,NA,NA,12.55,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-08,CHFL,moderna,NA,vaccine_type,8644780,1120021,NA,NA,12.96,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-09,CHFL,moderna,NA,vaccine_type,8644780,1158839,NA,NA,13.41,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-10,CHFL,moderna,NA,vaccine_type,8644780,1186368,NA,NA,13.72,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-11,CHFL,moderna,NA,vaccine_type,8644780,1217774,NA,NA,14.09,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-12,CHFL,moderna,NA,vaccine_type,8644780,1236321,NA,NA,14.3,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-13,CHFL,moderna,NA,vaccine_type,8644780,1248735,NA,NA,14.44,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-14,CHFL,moderna,NA,vaccine_type,8644780,1277726,NA,NA,14.78,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-15,CHFL,moderna,NA,vaccine_type,8644780,1313333,NA,NA,15.19,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-16,CHFL,moderna,NA,vaccine_type,8644780,1358617,NA,NA,15.72,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-17,CHFL,moderna,NA,vaccine_type,8644780,1401074,NA,NA,16.21,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-18,CHFL,moderna,NA,vaccine_type,8644780,1442037,NA,NA,16.68,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-19,CHFL,moderna,NA,vaccine_type,8644780,1460768,NA,NA,16.9,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-20,CHFL,moderna,NA,vaccine_type,8644780,1473712,NA,NA,17.05,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-21,CHFL,moderna,NA,vaccine_type,8644780,1505533,NA,NA,17.42,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-22,CHFL,moderna,NA,vaccine_type,8644780,1544941,NA,NA,17.87,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-06-23,CHFL,moderna,NA,vaccine_type,8644780,1587617,NA,NA,18.37,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-14,CHFL,pfizer_biontech,NA,vaccine_type,8644780,98854,NA,NA,1.14,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-15,CHFL,pfizer_biontech,NA,vaccine_type,8644780,106170,NA,NA,1.23,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
2021-02-16,CHFL,pfizer_biontech,NA,vaccine_type,8644780,114135,NA,NA,1.32,NA,COVID19FullyVaccPersons,2021-06-23_23-59-00,summary
